"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","LTUNEMP","TOT","PC_UNEMP","A","2015",19.8360532778981,
"AUS","LTUNEMP","TOT","PC_UNEMP","A","2016",19.2578668492131,
"AUS","LTUNEMP","TOT","PC_UNEMP","A","2017",19.8901778395149,
"AUS","LTUNEMP","TOT","PC_UNEMP","A","2018",19.3563397422267,
"AUS","LTUNEMP","TOT","PC_UNEMP","A","2019",23.9245768538323,
"AUT","LTUNEMP","TOT","PC_UNEMP","A","2015",29.215446315136,
"AUT","LTUNEMP","TOT","PC_UNEMP","A","2016",32.2886809062046,
"AUT","LTUNEMP","TOT","PC_UNEMP","A","2017",33.4254343612172,
"AUT","LTUNEMP","TOT","PC_UNEMP","A","2018",28.8987448132482,
"AUT","LTUNEMP","TOT","PC_UNEMP","A","2019",25.1328403692699,
"BEL","LTUNEMP","TOT","PC_UNEMP","A","2015",51.7347067110669,
"BEL","LTUNEMP","TOT","PC_UNEMP","A","2016",51.6139006933752,
"BEL","LTUNEMP","TOT","PC_UNEMP","A","2017",48.7943091964919,
"BEL","LTUNEMP","TOT","PC_UNEMP","A","2018",48.6773860664731,
"BEL","LTUNEMP","TOT","PC_UNEMP","A","2019",43.5107151144507,
"CAN","LTUNEMP","TOT","PC_UNEMP","A","2015",11.4742534315627,
"CAN","LTUNEMP","TOT","PC_UNEMP","A","2016",11.6038602555139,
"CAN","LTUNEMP","TOT","PC_UNEMP","A","2017",12.0960991265946,
"CAN","LTUNEMP","TOT","PC_UNEMP","A","2018",10.1009182892504,
"CAN","LTUNEMP","TOT","PC_UNEMP","A","2019",8.49004428726433,
"CZE","LTUNEMP","TOT","PC_UNEMP","A","2015",48.311856851351,
"CZE","LTUNEMP","TOT","PC_UNEMP","A","2016",43.2464528302013,
"CZE","LTUNEMP","TOT","PC_UNEMP","A","2017",35.9833041743798,
"CZE","LTUNEMP","TOT","PC_UNEMP","A","2018",31.7416558768664,
"CZE","LTUNEMP","TOT","PC_UNEMP","A","2019",30.2626266216063,
"DNK","LTUNEMP","TOT","PC_UNEMP","A","2015",26.8948355423937,
"DNK","LTUNEMP","TOT","PC_UNEMP","A","2016",20.7428362011275,
"DNK","LTUNEMP","TOT","PC_UNEMP","A","2017",20.864936553904,
"DNK","LTUNEMP","TOT","PC_UNEMP","A","2018",19.4115131420129,
"DNK","LTUNEMP","TOT","PC_UNEMP","A","2019",16.6137459505713,
"FIN","LTUNEMP","TOT","PC_UNEMP","A","2015",25.0805154547945,
"FIN","LTUNEMP","TOT","PC_UNEMP","A","2016",26.5670310387478,
"FIN","LTUNEMP","TOT","PC_UNEMP","A","2017",24.862881457752,
"FIN","LTUNEMP","TOT","PC_UNEMP","A","2018",22.7557021082778,
"FIN","LTUNEMP","TOT","PC_UNEMP","A","2019",18.4881801275982,
"FRA","LTUNEMP","TOT","PC_UNEMP","A","2015",42.8103323867379,
"FRA","LTUNEMP","TOT","PC_UNEMP","A","2016",44.3914681587735,
"FRA","LTUNEMP","TOT","PC_UNEMP","A","2017",44.0315658977646,
"FRA","LTUNEMP","TOT","PC_UNEMP","A","2018",40.4071268557429,
"FRA","LTUNEMP","TOT","PC_UNEMP","A","2019",38.8331267111712,
"DEU","LTUNEMP","TOT","PC_UNEMP","A","2015",43.9796612786419,
"DEU","LTUNEMP","TOT","PC_UNEMP","A","2016",41.0868713027012,
"DEU","LTUNEMP","TOT","PC_UNEMP","A","2017",41.9107707198998,
"DEU","LTUNEMP","TOT","PC_UNEMP","A","2018",41.3501936646861,
"DEU","LTUNEMP","TOT","PC_UNEMP","A","2019",38.1334821002207,
"GRC","LTUNEMP","TOT","PC_UNEMP","A","2015",73.1126652062501,
"GRC","LTUNEMP","TOT","PC_UNEMP","A","2016",71.9660924705539,
"GRC","LTUNEMP","TOT","PC_UNEMP","A","2017",72.7519257626143,
"GRC","LTUNEMP","TOT","PC_UNEMP","A","2018",70.3467394725231,
"GRC","LTUNEMP","TOT","PC_UNEMP","A","2019",70.1385816926822,
"HUN","LTUNEMP","TOT","PC_UNEMP","A","2015",46.702225588438,
"HUN","LTUNEMP","TOT","PC_UNEMP","A","2016",47.315898228303,
"HUN","LTUNEMP","TOT","PC_UNEMP","A","2017",41.3231719744652,
"HUN","LTUNEMP","TOT","PC_UNEMP","A","2018",39.4893544874372,
"HUN","LTUNEMP","TOT","PC_UNEMP","A","2019",32.8483784685415,
"ISL","LTUNEMP","TOT","PC_UNEMP","A","2015",16.1495269601695,
"ISL","LTUNEMP","TOT","PC_UNEMP","A","2016",8.79228942284529,
"ISL","LTUNEMP","TOT","PC_UNEMP","A","2017",9.23515069109464,
"ISL","LTUNEMP","TOT","PC_UNEMP","A","2018",10.8620692069302,
"ISL","LTUNEMP","TOT","PC_UNEMP","A","2019",7.07532785696041,
"IRL","LTUNEMP","TOT","PC_UNEMP","A","2015",57.5728141967873,
"IRL","LTUNEMP","TOT","PC_UNEMP","A","2016",52.2894736386641,
"IRL","LTUNEMP","TOT","PC_UNEMP","A","2017",46.4566898671549,
"IRL","LTUNEMP","TOT","PC_UNEMP","A","2018",37.591209867801,
"IRL","LTUNEMP","TOT","PC_UNEMP","A","2019",33.2762818095593,
"ITA","LTUNEMP","TOT","PC_UNEMP","A","2015",58.924922850695,
"ITA","LTUNEMP","TOT","PC_UNEMP","A","2016",58.3216443475956,
"ITA","LTUNEMP","TOT","PC_UNEMP","A","2017",58.7792885660486,
"ITA","LTUNEMP","TOT","PC_UNEMP","A","2018",59.0329181620054,
"ITA","LTUNEMP","TOT","PC_UNEMP","A","2019",57.0239432964322,
"JPN","LTUNEMP","TOT","PC_UNEMP","A","2015",35.5140186915887,
"JPN","LTUNEMP","TOT","PC_UNEMP","A","2016",39.5,
"JPN","LTUNEMP","TOT","PC_UNEMP","A","2017",36.7231638418079,
"JPN","LTUNEMP","TOT","PC_UNEMP","A","2018",31.9526627218934,
"JPN","LTUNEMP","TOT","PC_UNEMP","A","2019",32.2981366459627,
"KOR","LTUNEMP","TOT","PC_UNEMP","A","2015",0.369079360907054,
"KOR","LTUNEMP","TOT","PC_UNEMP","A","2016",0.931338554987332,
"KOR","LTUNEMP","TOT","PC_UNEMP","A","2017",1.30923302717203,
"KOR","LTUNEMP","TOT","PC_UNEMP","A","2018",1.36054422127667,
"KOR","LTUNEMP","TOT","PC_UNEMP","A","2019",0.911996999434599,
"LUX","LTUNEMP","TOT","PC_UNEMP","A","2015",28.4266799468093,
"LUX","LTUNEMP","TOT","PC_UNEMP","A","2016",34.9882606144742,
"LUX","LTUNEMP","TOT","PC_UNEMP","A","2017",38.2154348804997,
"LUX","LTUNEMP","TOT","PC_UNEMP","A","2018",24.7218691605596,
"LUX","LTUNEMP","TOT","PC_UNEMP","A","2019",22.7749017007084,
"MEX","LTUNEMP","TOT","PC_UNEMP","A","2015",1.67016995461965,
"MEX","LTUNEMP","TOT","PC_UNEMP","A","2016",1.98565957990445,
"MEX","LTUNEMP","TOT","PC_UNEMP","A","2017",1.95570613778883,
"MEX","LTUNEMP","TOT","PC_UNEMP","A","2018",1.55204622268418,
"MEX","LTUNEMP","TOT","PC_UNEMP","A","2019",1.73997250521615,
"NLD","LTUNEMP","TOT","PC_UNEMP","A","2015",43.5840154792486,
"NLD","LTUNEMP","TOT","PC_UNEMP","A","2016",42.7183683726671,
"NLD","LTUNEMP","TOT","PC_UNEMP","A","2017",40.6777567958995,
"NLD","LTUNEMP","TOT","PC_UNEMP","A","2018",37.9523125201214,
"NLD","LTUNEMP","TOT","PC_UNEMP","A","2019",31.3653104448301,
"NZL","LTUNEMP","TOT","PC_UNEMP","A","2015",13.4831461264571,
"NZL","LTUNEMP","TOT","PC_UNEMP","A","2016",14.0194489821302,
"NZL","LTUNEMP","TOT","PC_UNEMP","A","2017",15.5315612799105,
"NZL","LTUNEMP","TOT","PC_UNEMP","A","2018",13.2024978437825,
"NZL","LTUNEMP","TOT","PC_UNEMP","A","2019",12.5693161990026,
"NOR","LTUNEMP","TOT","PC_UNEMP","A","2015",23.8989340003492,
"NOR","LTUNEMP","TOT","PC_UNEMP","A","2016",27.3780222053462,
"NOR","LTUNEMP","TOT","PC_UNEMP","A","2017",29.4327140476574,
"NOR","LTUNEMP","TOT","PC_UNEMP","A","2018",26.9984295750553,
"NOR","LTUNEMP","TOT","PC_UNEMP","A","2019",24.1341813951235,
"POL","LTUNEMP","TOT","PC_UNEMP","A","2015",39.2830828538829,
"POL","LTUNEMP","TOT","PC_UNEMP","A","2016",34.9759021083158,
"POL","LTUNEMP","TOT","PC_UNEMP","A","2017",31.0261589428352,
"POL","LTUNEMP","TOT","PC_UNEMP","A","2018",26.8510531614074,
"POL","LTUNEMP","TOT","PC_UNEMP","A","2019",21.5571675545571,
"PRT","LTUNEMP","TOT","PC_UNEMP","A","2015",57.3693099606563,
"PRT","LTUNEMP","TOT","PC_UNEMP","A","2016",55.3636747603001,
"PRT","LTUNEMP","TOT","PC_UNEMP","A","2017",49.9116666521564,
"PRT","LTUNEMP","TOT","PC_UNEMP","A","2018",43.6951977414418,
"PRT","LTUNEMP","TOT","PC_UNEMP","A","2019",42.6081974288441,
"SVK","LTUNEMP","TOT","PC_UNEMP","A","2015",62.2726348781467,
"SVK","LTUNEMP","TOT","PC_UNEMP","A","2016",56.6364527647326,
"SVK","LTUNEMP","TOT","PC_UNEMP","A","2017",58.7952444583006,
"SVK","LTUNEMP","TOT","PC_UNEMP","A","2018",58.0558538574641,
"SVK","LTUNEMP","TOT","PC_UNEMP","A","2019",54.9580331447888,
"ESP","LTUNEMP","TOT","PC_UNEMP","A","2015",51.6004527923241,
"ESP","LTUNEMP","TOT","PC_UNEMP","A","2016",48.3553771056808,
"ESP","LTUNEMP","TOT","PC_UNEMP","A","2017",44.481672099067,
"ESP","LTUNEMP","TOT","PC_UNEMP","A","2018",41.7286986957761,
"ESP","LTUNEMP","TOT","PC_UNEMP","A","2019",37.8318521352302,
"SWE","LTUNEMP","TOT","PC_UNEMP","A","2015",17.58189692054,
"SWE","LTUNEMP","TOT","PC_UNEMP","A","2016",16.8199090956146,
"SWE","LTUNEMP","TOT","PC_UNEMP","A","2017",16.8158342763329,
"SWE","LTUNEMP","TOT","PC_UNEMP","A","2018",14.3854608104938,
"SWE","LTUNEMP","TOT","PC_UNEMP","A","2019",12.1084717021992,
"CHE","LTUNEMP","TOT","PC_UNEMP","A","2015",39.5507307525822,
"CHE","LTUNEMP","TOT","PC_UNEMP","A","2016",39.426686045867,
"CHE","LTUNEMP","TOT","PC_UNEMP","A","2017",37.8673508642683,
"CHE","LTUNEMP","TOT","PC_UNEMP","A","2018",39.4683871180175,
"CHE","LTUNEMP","TOT","PC_UNEMP","A","2019",37.8170265648583,
"TUR","LTUNEMP","TOT","PC_UNEMP","A","2015",21.1576193590582,
"TUR","LTUNEMP","TOT","PC_UNEMP","A","2016",20.5829326923076,
"TUR","LTUNEMP","TOT","PC_UNEMP","A","2017",21.8650448885027,
"TUR","LTUNEMP","TOT","PC_UNEMP","A","2018",22.4011299435028,
"TUR","LTUNEMP","TOT","PC_UNEMP","A","2019",23.4780662488809,
"GBR","LTUNEMP","TOT","PC_UNEMP","A","2015",30.6682950022043,
"GBR","LTUNEMP","TOT","PC_UNEMP","A","2016",27.1882060466079,
"GBR","LTUNEMP","TOT","PC_UNEMP","A","2017",25.9293684462198,
"GBR","LTUNEMP","TOT","PC_UNEMP","A","2018",26.2507040822618,
"GBR","LTUNEMP","TOT","PC_UNEMP","A","2019",25.0680894283596,
"USA","LTUNEMP","TOT","PC_UNEMP","A","2015",18.6520376175548,
"USA","LTUNEMP","TOT","PC_UNEMP","A","2016",17.0470664087685,
"USA","LTUNEMP","TOT","PC_UNEMP","A","2017",15.1059564719358,
"USA","LTUNEMP","TOT","PC_UNEMP","A","2018",13.3491686460807,
"USA","LTUNEMP","TOT","PC_UNEMP","A","2019",12.6978836860523,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2015",32.1435423045878,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2016",31.6664226700183,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2017",31.0159713360502,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2018",29.5701071284705,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2019",28.1817852672138,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2015",61.2169111081033,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2016",59.0983822844638,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2017",54.9978888496916,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2018",58.4277832067519,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2019",56.5534415261584,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2015",63.0121003249944,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2016",50.6569871912533,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2017",41.013124445009,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2018",40.1963298590948,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2019",35.8477875312775,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2015",45.3322514780897,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2016",44.4323365129568,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2017",40.5856033939434,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2018",31.7169532466357,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2019",29.0968696690687,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2015",38.3396030310671,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2016",31.6184648577804,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2017",33.483207306354,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2018",24.9210851402473,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2019",19.9891205645683,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2015",11.4538467896926,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2016",13.5233714856866,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2017",11.5878224693302,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2018",6.99125115318152,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2019",5.71224542297946,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2015",45.5195109978597,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2016",41.5168137833459,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2017",37.6718274390141,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2018",41.6910432691254,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2019",38.1795852900334,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2015",42.889538513927,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2016",38.3259309060123,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2017",37.5570302955616,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2018",32.2383884143276,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2019",30.630810993043,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2015",81.5831564613398,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2016",80.4411336859096,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2017",77.825287233432,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2018",74.5542106728984,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2019",71.7497567193454,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2015",43.6701672637636,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2016",50.5117862864019,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2017",50.7601094158257,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2018",48.1365945754022,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2019",33.1787133694056,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2015",27.3057036578299,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2016",29.5679970425129,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2017",30.4294045499245,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2018",28.563349516941,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2019",23.766047499518,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2015",52.304467330516,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2016",53.2787058852174,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2017",47.4585893001913,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2018",42.9251867728107,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2019",42.9598695576258,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2015",56.9538649395869,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2016",58.7615095362395,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2017",60.4409892146089,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2018",62.0653950991672,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2019",64.8051625713576,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2015",32.4943734140937,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2016",31.0205567926892,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2017",29.6305166295316,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2018",27.7412574238239,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2019",25.83761930975,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2015",43.9113101961724,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2016",50.0156800642602,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2017",41.4110205265385,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2018",44.0873889306921,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2019",42.4428248365824,
"EU28","LTUNEMP","TOT","PC_UNEMP","A","2015",48.3559913375579,
"EU28","LTUNEMP","TOT","PC_UNEMP","A","2016",46.6715041180293,
"EU28","LTUNEMP","TOT","PC_UNEMP","A","2017",44.9626216630302,
"EU28","LTUNEMP","TOT","PC_UNEMP","A","2018",43.1972263660848,
"EU28","LTUNEMP","TOT","PC_UNEMP","A","2019",40.3731728284174,
"COL","LTUNEMP","TOT","PC_UNEMP","A","2015",7.67368437600694,
"COL","LTUNEMP","TOT","PC_UNEMP","A","2016",7.3232370697115,
"COL","LTUNEMP","TOT","PC_UNEMP","A","2017",8.41003180253518,
"COL","LTUNEMP","TOT","PC_UNEMP","A","2018",10.0651680623032,
"COL","LTUNEMP","TOT","PC_UNEMP","A","2019",11.531434260849,
"CRI","LTUNEMP","TOT","PC_UNEMP","A","2015",15.8939911734157,
"CRI","LTUNEMP","TOT","PC_UNEMP","A","2016",16.6881293560535,
"CRI","LTUNEMP","TOT","PC_UNEMP","A","2017",14.7095620206499,
"CRI","LTUNEMP","TOT","PC_UNEMP","A","2018",14.3935927164013,
"CRI","LTUNEMP","TOT","PC_UNEMP","A","2019",12.8519238822948,
"NAM","LTUNEMP","TOT","PC_UNEMP","A","2015",14.7597095723381,
"NAM","LTUNEMP","TOT","PC_UNEMP","A","2016",13.729300785958,
"NAM","LTUNEMP","TOT","PC_UNEMP","A","2017",12.4126605236404,
"NAM","LTUNEMP","TOT","PC_UNEMP","A","2018",10.7448445496363,
"NAM","LTUNEMP","TOT","PC_UNEMP","A","2019",9.91417971467766,
